base_id,split,arm,binding,site,variant,layer,rank,own_answer,installed_answer,clean_logit_diff,patched_logit_diff,delta_ld,clean_logit_diff_unbatched,clean_path_shift,flipped,says_installed,says_own,says_other,edit_fraction,edit_norm,state_norm,effective_rank,degenerate,gates_required,gate_override,gate_override_reason
base_0000,test,ab,source,use,das_binding,6,1,2,4,-3.71875,4.734375,8.453125,-3.703125,-0.015625,1,1,0,0,0.4461064571239563,18.969313755001327,42.52194392633609,1,False,"H0,H1,H2,H3",False,
base_0000,test,ab,source,use,das_answer_control,6,1,2,4,-3.703125,-2.5,1.203125,-3.703125,0.0,0,0,1,0,0.44610645712395647,18.969313755001334,42.52194392633609,1,False,"H0,H1,H2,H3",False,
base_0000,test,ab,source,use,mean_difference,6,1,2,4,-3.703125,0.6875,4.390625,-3.703125,0.0,1,1,0,0,0.617038181956004,26.237662973541568,42.52194392633609,1,False,"H0,H1,H2,H3",False,
base_0000,test,ab,source,use,random_rank,6,1,2,4,-3.703125,-3.6875,0.015625,-3.703125,0.0,0,0,1,0,0.01571450819819273,0.6682114364335001,42.52194392633609,1,False,"H0,H1,H2,H3",False,
base_0000,test,ab,source,use,random_norm,6,1664,2,4,-3.703125,-3.5625,0.140625,-3.703125,0.0,0,0,1,0,0.4573923541823777,19.449212036877924,42.52194392633609,1664,False,"H0,H1,H2,H3",False,
base_0000,test,ab,source,use,noop,6,1,2,4,-3.71875,-3.71875,0.0,-3.703125,-0.015625,0,0,1,0,0.0,0.0,42.52194392633609,1,True,"H0,H1,H2,H3",False,
base_0000,test,ab,source,use,whole_state,6,4096,2,4,-3.703125,2.875,6.578125,-3.703125,0.0,1,1,0,0,0.7002353208630014,29.77536704897651,42.52194392633609,4096,False,"H0,H1,H2,H3",False,
base_0000,test,ab,target,use,das_binding,6,1,4,2,-3.921875,5.046875,8.96875,-3.921875,0.0,1,1,0,0,0.42681509022100084,18.969313755001327,44.44386852671773,1,False,"H0,H1,H2,H3",False,
base_0000,test,ab,target,use,das_answer_control,6,1,4,2,-3.921875,-3.234375,0.6875,-3.921875,0.0,0,0,1,0,0.42681509022100106,18.969313755001338,44.44386852671773,1,False,"H0,H1,H2,H3",False,
base_0000,test,ab,target,use,mean_difference,6,1,4,2,-3.921875,2.578125,6.5,-3.921875,0.0,1,1,0,0,0.590355066813516,26.237662973541568,44.44386852671773,1,False,"H0,H1,H2,H3",False,
base_0000,test,ab,target,use,random_rank,6,1,4,2,-3.921875,-3.921875,0.0,-3.921875,0.0,0,0,1,0,0.015034952144901616,0.6682114364335001,44.44386852671773,1,False,"H0,H1,H2,H3",False,
base_0000,test,ab,target,use,random_norm,6,1664,4,2,-3.921875,-2.421875,1.5,-3.921875,0.0,0,0,1,0,0.4376129414833882,19.449212036877924,44.44386852671773,1664,False,"H0,H1,H2,H3",False,
base_0000,test,ab,target,use,noop,6,1,4,2,-3.921875,-3.921875,0.0,-3.921875,0.0,0,0,1,0,0.0,0.0,44.44386852671773,1,True,"H0,H1,H2,H3",False,
base_0000,test,ab,target,use,whole_state,6,4096,4,2,-3.921875,2.234375,6.15625,-3.921875,0.0,1,1,0,0,0.6699544399713281,29.77536704897651,44.44386852671773,4096,False,"H0,H1,H2,H3",False,
base_0000,test,ba,source,use,das_binding,6,1,4,2,-2.046875,5.8125,7.859375,-2.046875,0.0,1,1,0,0,0.44017322385889257,18.836958628954413,42.794421850141944,1,False,"H0,H1,H2,H3",False,
base_0000,test,ba,source,use,das_answer_control,6,1,4,2,-2.046875,-2.140625,-0.09375,-2.046875,0.0,0,0,1,0,0.4401732238588926,18.836958628954417,42.794421850141944,1,False,"H0,H1,H2,H3",False,
base_0000,test,ba,source,use,mean_difference,6,1,4,2,-2.046875,2.484375,4.53125,-2.046875,0.0,1,1,0,0,0.6132996188023239,26.24580260755789,42.794421850141944,1,False,"H0,H1,H2,H3",False,
base_0000,test,ba,source,use,random_rank,6,1,4,2,-2.046875,-2.03125,0.015625,-2.046875,0.0,0,0,1,0,0.01710734409499873,0.7320988999369105,42.794421850141944,1,False,"H0,H1,H2,H3",False,
base_0000,test,ba,source,use,random_norm,6,1664,4,2,-2.046875,-1.265625,0.78125,-2.046875,0.0,0,0,1,0,0.4606707843731224,19.71413988049918,42.794421850141944,1664,False,"H0,H1,H2,H3",False,
base_0000,test,ba,source,use,noop,6,1,4,2,-2.046875,-2.046875,0.0,-2.046875,0.0,0,0,1,0,0.0,0.0,42.794421850141944,1,True,"H0,H1,H2,H3",False,
base_0000,test,ba,source,use,whole_state,6,4096,4,2,-2.046875,3.84375,5.890625,-2.046875,0.0,1,1,0,0,0.7020049698566851,30.041896820943162,42.794421850141944,4096,False,"H0,H1,H2,H3",False,
base_0000,test,ba,target,use,das_binding,6,1,2,4,-4.484375,4.171875,8.65625,-4.484375,0.0,1,1,0,0,0.4205259026244397,18.836958628954413,44.79381296466104,1,False,"H0,H1,H2,H3",False,
base_0000,test,ba,target,use,das_answer_control,6,1,2,4,-4.46875,-4.40625,0.0625,-4.484375,0.015625,0,0,1,0,0.42052590262443973,18.836958628954417,44.79381296466104,1,False,"H0,H1,H2,H3",False,
base_0000,test,ba,target,use,mean_difference,6,1,2,4,-4.46875,1.0625,5.53125,-4.484375,0.015625,1,1,0,0,0.5859247264407668,26.24580260755789,44.79381296466104,1,False,"H0,H1,H2,H3",False,
